hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y_Mcr_u_eq
533.33,800,12.31,200,12.32,800,12.31,-1,24000,441.0918839
700,466.67,5.19,175,5.62,350,12.53,-1,23800,92.61252746
400,266.67,1.78,300,9.63,300,9.63,0.25,9600,329.8836823
300,200,1.33,150,2.05,75,1.33,0.5,8400,5.847543876
250,1000,4.65,500,12.37,1000,50.53,0.5,36000,5234.814539
800,800,3.4,800,34.53,400,9.89,1,19200,7143.332954
500,125,20,125,20,500,20,0.75,9000,712.3352794
350,700,4.52,700,25.05,525,12.99,-0.75,26600,3179.634793
133.33,400,11.43,400,20.21,100,11.43,0,14400,721.969001
266.67,400,2.76,400,23.16,300,21.79,-0.5,12000,2386.713526
900,300,9.47,450,11.13,225,9.47,0.5,18000,503.5112914
500,250,2.86,125,7.24,250,18.16,0.25,18000,87.44147279
900,900,6.21,675,49.03,675,51.51,0.75,28800,7104.207559
300,600,2.35,600,21.47,150,4.82,-0.5,15600,1516.962009
150,600,3.64,450,29.37,450,11.13,0.5,7200,5033.995223
150,600,3.24,300,8.53,600,23.68,-0.25,14400,1762.091742
1000,500,5.71,750,10.26,1000,43.16,-0.5,40000,5224.499096
400,133.33,2.16,300,24,200,13.79,0.5,4800,2257.72475
133.33,400,1.86,100,7.26,400,5.47,0.75,12000,21.76073153
900,257.14,6.67,675,51.51,675,14.21,0.25,10800,29109.15637
1000,400,9.52,500,12.37,1000,21.05,0.75,28000,1014.426861
166.67,500,3.45,375,21.71,500,30.79,-1,19000,3025.606422
700,200,2.37,175,8.84,350,24.13,0.25,9800,425.497335
400,133.33,7.27,300,19.58,400,21.68,-1,4000,7291.916243
700,200,2.98,350,17.68,525,26.53,-1,21000,1681.675888
100,300,1.54,150,5.37,300,14.05,-0.75,7200,362.7867919
166.67,500,2.7,250,19.08,375,14.8,-0.5,18000,491.1487287
228.57,800,3.56,200,13.79,200,9.37,-0.75,20800,114.5698233
800,320,12.31,600,21.47,800,31.58,-0.75,14400,12405.75587
1000,285.71,3.51,1000,17.37,750,21.32,1,38000,1776.689622
280,700,3.78,350,25.42,525,30.39,0.75,22400,1037.623185
320,800,9.41,600,36.95,600,36.95,0.25,32000,3498.732585
400,200,2.29,200,10.11,100,2.47,0,8800,129.2625542
333.33,500,1.82,250,18.16,500,27.11,0.75,11000,946.4226987
200,500,11.11,500,17.89,500,21.58,1,9000,2365.909356
400,400,3.48,200,3.48,300,19.58,0.75,12000,153.9594593
280,700,2.55,700,56,175,14,0.25,18200,11803.17256
150,300,2.4,300,18.47,300,10.74,0.5,5400,1177.247989
700,700,9.33,700,19.89,700,35.37,0.5,23800,3545.193463
400,100,2.42,300,24,300,8.53,1,8000,773.1959649
900,257.14,20,900,22.26,450,20,0,25200,6490.169938
500,200,3.45,250,10.79,500,25.26,1,11000,682.1322374
240,600,13.33,600,28.11,300,19.58,-0.75,7200,9003.677654
466.67,700,4,175,8.2,175,7.55,0.5,12600,48.3351166
200,400,1.95,100,3.95,300,9.63,-0.75,15200,55.01853482
133.33,400,1.86,400,27.58,400,8.42,0.5,4000,7176.12322
175,700,12.73,350,18.97,175,12.73,0,11200,932.0754849
600,240,13.33,300,20.68,450,27.71,-0.75,10800,3012.056023
500,250,1.96,500,12.37,375,6.51,1,7000,1905.525177
1000,333.33,6.06,1000,50.53,250,14.47,-1,28000,14557.99664
150,600,1.97,300,24,450,4.5,-0.75,10800,1496.326746
200,800,5.93,800,28.63,600,8.21,0.5,16000,5878.900003
350,700,2.75,350,11.24,350,17.68,-0.5,14000,797.5848112
666.67,1000,3.77,500,36.32,1000,46.84,0.25,18000,9628.011127
500,166.67,1.96,500,36.32,500,34.47,1,12000,4235.547192
800,800,2.91,200,4.95,200,10.11,1,32000,13.29210246
300,85.71,1.82,75,3.79,150,11.45,-0.75,7800,37.25577833
1000,333.33,5.71,1000,65.26,250,5.71,0.25,22000,33697.74112
400,600,4.14,300,15.16,300,10.74,0.25,4800,2398.264119
300,200,1.18,150,6.47,300,10.74,-0.5,10800,98.41047476
142.86,500,4.76,125,4.76,125,10,-0.5,5000,76.68444623
900,600,16.36,450,16.36,675,31.62,-0.25,10800,6595.623157
200,400,1.45,300,6.32,400,26.11,0.25,11200,810.5927371
600,600,4.8,300,20.68,300,20.68,0,19200,594.6883209
150,600,2.11,150,12,450,12.79,1,8400,173.0042223
333.33,500,2.04,375,30,250,13.55,0.75,12000,1411.396208
300,85.71,1.28,225,17.17,150,10.89,-1,5400,596.0580115
1000,1000,11.76,500,28.95,750,57.24,-1,36000,8223.31048
700,466.67,10.77,700,43.11,175,10.78,0.5,18200,7680.089272
285.71,1000,5.41,750,54.47,1000,24.74,-0.5,20000,27645.5808
500,333.33,3.45,375,6.51,375,28.62,0.5,12000,790.1733721
600,240,7.06,300,22.89,450,29.37,0.75,8400,1843.53542
400,100,7.27,300,14.05,400,7.27,0,12800,400.3993306
100,400,2.58,100,3.21,300,20.68,0.25,16000,217.1055176
320,800,5.16,400,20.21,400,23.16,-0.25,27200,855.3276003
300,150,1.4,150,12,150,5.37,-0.25,6600,142.5434642
300,100,12,225,12,225,12.2,-0.25,3000,1753.738814
75,300,3.53,75,3.53,75,4.62,-1,6000,8.175018834
900,450,9.47,900,12.32,225,9.47,0,9000,19314.05674
350,700,9.33,525,36.2,350,9.33,1,16800,2449.301922
233.33,700,4,525,40.07,525,5.25,0,18200,4197.475171
533.33,800,9.41,400,24.63,400,21.68,-0.25,19200,1715.694569
400,600,24,600,43.58,600,30.32,0,6000,46892.61106
500,166.67,4,125,4,500,27.11,-1,14000,967.6046488
600,200,24,300,24,300,24,0.75,1200,31849.73364
300,120,2.4,300,3,225,8.05,0.5,8400,76.32153065
175,700,12.73,175,12.73,700,35.37,0,25200,2695.675414
250,1000,4.44,500,5,1000,10,0.5,8000,2540.065783
500,333.33,4,250,6.18,500,32.63,-0.75,4000,4617.797198
800,400,22.86,200,22.86,200,22.86,0.25,6400,1397.914229
700,233.33,3.11,700,37.95,350,12.53,0.25,26600,4342.322936
800,400,7.62,200,10.11,400,32,0.25,9600,959.8821058
1000,666.67,3.51,250,8.03,500,30.79,0.75,18000,553.2193386
600,300,2.26,600,19.26,450,19.42,-0.5,9600,10680.94743
400,400,4.21,300,8.53,100,5.79,0,14400,156.4472448
600,400,10.91,150,10.91,150,10.91,1,7200,105.5479545
250,500,1.69,500,27.11,500,40,-0.5,12000,8449.286856
300,300,1.33,75,3.79,150,7.58,0,3000,31.59544413
400,200,1.51,200,5.68,300,8.53,-1,3200,1070.906996
1000,1000,18.18,750,24.08,250,18.18,-0.75,30000,2078.506768
500,500,2.04,125,4.01,500,25.26,-0.25,11000,705.9989184
700,700,9.33,525,14.92,700,19.89,1,18200,1163.63825
800,800,2.62,800,16.84,600,17.05,0.5,12800,9603.46205
800,266.67,7.62,800,13.89,400,14.32,-1,14400,3037.027666
500,500,2.56,375,24.47,250,20,-0.5,14000,2105.049245
166.67,500,2.86,125,6.78,125,8.16,1,3000,92.99062985
700,700,3.11,525,11.05,700,48.26,-0.5,11200,10691.16679
300,300,12,75,12,75,12,0,9000,39.52790887
466.67,700,9.33,525,24.59,700,17.32,-0.5,26600,2449.673402
320,800,4.57,200,13.79,200,15.26,-0.25,30400,83.20202376
300,150,5.45,300,16.26,75,5.45,1,2400,2296.980526
700,466.67,3.59,175,12.71,175,14,-0.25,12600,171.6289827
1000,500,3.77,1000,10,1000,35.79,-0.5,28000,8779.80376
125,500,2.86,125,5.86,125,7.7,-1,18000,16.74612095
400,160,1.31,400,6.95,300,3,0,4000,2440.284374
500,200,9.09,125,9.09,500,9.09,0.5,7000,145.1470917
200,700,2.37,175,10.13,350,7.37,-1,16800,111.1909974
900,900,7.83,675,54,225,15.51,0.25,25200,9136.552688
900,600,5.14,225,13.03,450,31.03,0,25200,602.576629
240,600,2.45,150,8.68,450,19.42,-0.5,16800,461.9668787
700,700,3.11,350,8.66,175,13.36,-0.25,5600,2895.756586
400,200,1.86,300,18.47,200,11.58,-0.5,8000,1494.415467
500,125,6.67,500,25.26,500,14.21,0,8000,7372.930969
800,320,6.4,600,17.05,200,6.4,-0.5,3200,9887.280172
400,200,1.45,400,9.89,200,11.58,0.75,13600,251.7280533
175,700,28,350,28,525,28,0.25,19600,1944.129926
360,900,36,225,36,900,36,0.75,30600,2822.3189
400,800,3.72,600,12.63,400,30.53,0,11200,4549.606451
350,700,4.83,175,4.83,175,11.42,-0.25,7000,136.9189852
1000,333.33,4.65,250,18.16,1000,57.89,0,12000,10841.60222
900,900,6.21,450,16.11,900,32.21,-0.25,28800,2445.469299
600,600,2.45,150,4.82,600,32.53,-0.75,9600,1847.442882
700,200,28,175,28,700,37.95,0.5,21000,2454.558338
400,160,2.29,400,29.05,100,5.05,1,14400,838.1221999
1000,400,3.64,750,46.18,750,21.32,0,14000,30575.51359
600,171.43,5.22,150,5.22,600,21.47,-0.75,21600,516.1854234
285.71,1000,6.9,250,16.32,250,6.9,-1,14000,380.876527
142.86,500,5.26,250,13.55,125,5.86,-0.5,17000,141.7673259
900,900,7.83,450,16.11,225,7.83,0.25,16200,1338.430833
1000,1000,3.92,500,30.79,250,3.92,0.75,16000,3024.79791
800,800,3.14,400,17.26,200,13.79,-1,4800,3055.474279
700,200,12.73,700,12.73,525,18.79,-0.5,16800,4867.475101
400,1000,10.53,750,35.13,1000,39.47,0.5,22000,9990.073615
500,200,3.03,250,3.42,250,9.87,0.25,4000,388.7285073
160,400,3.2,300,11.84,300,16.26,-0.75,8000,1024.427762
800,400,22.86,600,43.58,600,32.53,-0.25,32000,6156.21482
500,333.33,1.82,125,6.32,375,23.09,1,16000,207.4343824
300,300,4.62,150,12,225,11.37,-0.75,4800,448.1940442
200,700,3.26,700,19.89,175,3.26,-0.5,21000,1198.823119
1000,250,3.64,250,17.24,1000,65.26,1,12000,11291.44628
200,400,1.31,100,5.79,300,15.16,-1,13600,180.2974606
700,200,2.86,350,3.5,700,27.63,0,14000,1381.269498
400,600,6.32,150,6.32,300,17.37,-0.75,13200,215.9370755
600,150,2.55,450,34.34,450,17.76,-0.75,22800,3329.511386
400,100,2.29,400,15.79,200,13.05,-0.25,11200,1325.807728
1000,333.33,9.52,1000,24.74,500,10.53,0.25,30000,5547.09769
333.33,500,4.76,375,14.8,500,23.42,1,5000,3043.347179
114.29,400,2.05,100,6.16,400,14.32,0.75,8800,161.6785127
1000,400,6.9,250,8.95,750,29.61,0.5,10000,1540.98696
666.67,1000,4.65,1000,72.63,750,54.47,-0.75,40000,36827.8834
125,500,2.7,375,9.28,500,36.32,0.75,12000,1841.093215
900,900,12,225,12,450,29.37,0.25,36000,395.678042
900,600,2.95,450,9.47,225,2.95,-0.75,36000,125.5139955
500,200,2.86,125,5.39,375,20.33,0.5,2000,790.1836472
100,400,6.15,200,13.05,300,12.95,-0.25,12800,246.0124098
400,600,2.03,450,32.68,600,21.47,-1,6000,25599.8871
300,75,4.62,75,4.62,225,10.54,-1,10800,49.44942307
500,166.67,1.64,125,2.63,125,10,-0.75,2000,335.168394
114.29,400,6.15,100,6.15,100,6.15,0.75,13600,6.793538534
800,800,6.96,600,8.21,200,13.05,-0.5,30400,558.0008702
466.67,700,2.64,350,9.95,175,2.64,1,22400,93.44351937
700,466.67,5.19,350,26.71,350,26.71,1,15400,937.0780333
800,800,8.42,600,10.42,600,45.79,0.25,16000,4650.819111
500,333.33,14.29,250,14.29,375,20.33,1,3000,2371.852864
700,700,15.56,350,17.68,525,28.46,-0.75,28000,1432.955321
500,166.67,5.26,250,5.26,125,5.39,-0.75,9000,89.27179741
100,300,1.05,150,12,225,17.17,1,8400,128.3069783
500,166.67,2.33,375,16.18,375,12.04,-1,15000,842.598571
120,300,1.18,300,12.95,75,4.62,0,12000,206.0684224
360,900,5.45,225,14.68,675,51.51,0,27000,4203.428136
350,700,3.11,525,38.13,700,48.26,0.25,22400,6578.066479
700,350,7.37,350,11.24,700,40.53,0.25,23800,2368.912112
300,120,4,300,17.37,75,4,0.5,7800,499.6168896
166.67,500,5.88,125,6.78,375,23.09,-0.75,7000,1183.180812
400,114.29,1.78,400,9.89,400,26.11,0.5,4800,2852.81527
700,700,4.24,175,10.78,350,9.95,-1,11200,298.7754883
600,400,5.22,150,6.47,300,11.84,-0.25,13200,87.4616966
400,400,1.36,200,13.79,300,8.53,-1,6400,796.6042339
280,700,4.83,525,20.72,700,27.63,1,16800,2030.581681
200,300,8.57,300,8.57,150,9.24,-1,1200,4006.22227
533.33,800,5.16,800,58.11,400,17.26,1,32000,6528.160303
400,400,2.96,100,5.05,100,2.96,-0.5,12000,9.658324426
120,300,1.4,150,7.03,300,3,0.5,9600,25.59664807
120,300,1.71,225,16.34,150,9.24,-1,2400,1240.662575
466.67,700,2.75,350,17.68,350,28,1,11200,1006.840003
400,114.29,1.86,100,5.05,200,3.47,0.25,7200,12.86567948
800,800,17.78,600,17.78,400,26.11,0.75,3200,55374.86097
300,75,1.13,75,1.86,150,3.16,0.25,8400,2.113141107
240,600,24,450,24,450,24,0.75,12000,2311.013493
250,500,4.35,250,11.71,500,16.05,0.75,13000,320.4454559
300,600,13.33,600,13.33,150,13.33,0.5,14400,1277.998361
900,900,7.2,450,26.05,675,11.72,-0.25,36000,1125.960061
171.43,600,2.35,600,17.05,150,3.16,0.75,19200,666.4067915
250,500,2.13,500,10.53,500,14.21,0,18000,691.2044918
500,250,6.67,125,6.67,125,6.67,0,13000,25.07245102
120,300,5.45,225,5.57,300,5.45,0.75,4200,184.8397655
900,360,9.47,225,9.47,225,9.47,-0.5,36000,77.85475552
400,400,4.21,200,4.21,300,5.21,0.25,9600,52.02866411
600,171.43,4.44,300,11.84,300,17.37,1,3600,1777.757987
300,900,3.83,675,16.7,450,27.71,-0.25,9000,11195.95078
450,900,12,450,12,450,26.05,-0.75,27000,1227.071132
400,400,1.78,100,1.78,200,11.58,1,3200,39.98908141
600,400,2.26,300,12.95,150,10.34,-0.5,14400,391.2253544
240,600,17.14,150,17.14,300,17.14,-0.25,24000,230.8575053
250,1000,4.88,500,25.26,1000,46.84,-0.5,30000,11665.8019
150,300,5.45,300,19.58,150,5.45,0.25,10800,457.7265663
233.33,700,3.11,175,8.2,175,3.11,0.25,26600,13.81982987
200,400,3.48,300,24,300,6.32,-0.25,10400,1091.801917
257.14,900,3.27,675,46.54,900,28.89,0.5,10800,23596.95439
233.33,700,3.78,350,18.97,175,3.78,-0.75,23800,293.0964788
466.67,700,3.41,700,30.21,525,28.46,0.25,16800,7259.097411
125,500,9.09,375,9.09,125,9.54,0.25,15000,178.1135539
1000,333.33,22.22,250,22.22,1000,65.26,-0.25,36000,10132.64761
1000,400,5.71,1000,46.84,500,16.05,-0.5,36000,19675.02748
300,900,3.05,225,3.08,225,8.88,0,16200,39.21793306
466.67,700,2.46,700,50.84,700,14.74,0.25,8400,43462.91721
700,175,6.67,175,6.67,350,26.71,-0.75,8400,818.9309708
1000,500,7.41,1000,10,750,13.03,-0.5,36000,3084.409022
1000,1000,3.51,750,48.95,500,8.68,0.5,40000,4810.909214
333.33,500,2.04,125,5.86,250,3.42,0.5,3000,125.6749391
1000,1000,4.65,250,17.24,250,4.65,0.25,4000,4168.117539
300,100,5.45,225,5.57,75,5.45,0.5,9000,45.03248103
200,500,2.04,125,10,375,18.95,0.5,19000,181.6445599
700,700,12.73,700,45.68,175,12.73,1,18200,6964.425051
400,200,2.58,400,20.21,300,7.42,1,16000,452.4089794
120,300,2.86,75,4.62,75,2.86,-1,1800,49.4081589
400,400,3.81,300,4.11,200,3.81,-1,8000,149.0467742
600,300,4.8,450,16.11,600,8.21,-0.25,3600,21604.50637
533.33,800,7.62,400,18.74,800,13.89,1,27200,439.5823959
257.14,900,3.16,450,12.79,225,8.88,-0.75,12600,683.5369648
171.43,600,5.71,150,10.89,600,14.84,0,18000,409.4638223
450,900,9.47,450,36,675,39.08,0.75,19800,3374.069466
400,800,5.93,800,46.32,400,29.05,0.5,19200,11574.09759
900,900,4.62,900,42.16,900,28.89,0.75,7200,107531.832
1000,285.71,8,250,10.79,250,17.24,-0.75,22000,297.7031706
600,600,4.44,600,23.68,300,8.53,1,16800,2074.604431
900,360,4.39,900,65.37,675,51.51,-1,23400,37305.10669
266.67,800,4.85,400,26.11,400,15.79,-1,16000,2180.297152
500,500,1.69,375,5.13,375,27.24,-0.25,18000,682.0774242
400,400,1.86,200,12.32,300,3,-0.75,14400,148.5836212
500,1000,6.9,750,43.42,750,10.26,-1,28000,7134.30903
500,500,6.67,500,12.37,375,6.67,0.25,7000,3970.326003
233.33,700,12.73,525,20.72,700,50.84,-0.5,26600,7793.529616
266.67,800,3.14,800,22.74,200,9.37,-0.75,11200,1849.556408
500,142.86,2.22,250,4.34,375,9.28,-0.25,5000,514.7545702
800,266.67,6.96,400,23.16,800,22.74,0.25,19200,1857.234957
300,300,1.13,150,4.26,300,5.21,-1,9000,54.94625118
300,600,10.91,450,24.39,600,43.58,-0.75,8400,16335.75664
300,75,5.45,225,12.2,150,5.45,0.25,4200,490.7075903
450,900,3.53,450,27.71,675,34.11,0.25,28800,2143.311156
333.33,1000,4.65,1000,35.79,1000,17.37,0.5,26000,10006.32896
700,200,3.41,350,6.08,350,7.37,-0.75,4200,3333.203679
320,800,7.62,800,34.53,800,55.16,-0.75,17600,30744.936
200,300,1.18,225,18,75,4.89,-0.5,3000,740.4518348
333.33,1000,3.77,750,7.5,750,54.47,0.75,34000,3367.654782
600,171.43,2.55,150,4.26,150,3.16,0.5,10800,14.41566447
300,600,4.14,300,21.79,300,5.21,-1,21600,382.697681
800,200,6.96,400,18.74,400,11.37,-0.75,20800,1233.706977
900,900,5.81,450,17.76,450,24.39,0.5,10800,3293.597087
1000,333.33,15.38,1000,43.16,750,26.84,-1,26000,18011.72425
250,500,1.96,250,11.71,250,5.26,0.5,17000,84.19650936
600,600,3.24,150,5.37,300,9.63,-0.5,7200,150.2612574
900,900,3.4,450,27.71,225,15.51,-0.25,23400,2024.620272
700,200,2.64,525,30.39,175,13.36,-0.75,12600,4317.790889
500,166.67,6.67,125,7.7,125,6.67,0.5,4000,94.75145423
150,600,13.33,300,13.33,150,13.33,0.75,4800,1086.925013
300,600,3.64,450,7.82,150,7.58,0.75,21600,139.4741491
400,600,2.26,150,3.71,450,16.11,-0.5,22800,181.7957218
175,700,4.83,525,40.07,350,8.66,-0.5,18200,4627.808599
300,300,8.57,75,8.57,225,8.57,0.5,11400,32.85690532
500,250,2.04,375,13.42,125,4.01,0.75,10000,527.1466914
133.33,400,16,100,16,100,16,0.5,12800,54.34870964
150,300,1.62,75,2.68,75,4.89,0,1200,55.06696047
300,100,1.71,75,2.41,225,15.51,0.75,7200,83.96432232
200,300,1.94,150,10.89,225,7.22,0.5,9000,58.52517968
800,533.33,6.96,400,23.16,200,10.11,1,20800,543.0203991
900,900,4.62,225,13.03,675,51.51,0.75,32400,1977.171107
400,800,6.96,200,6.96,400,15.79,0.75,27200,89.42746193
600,900,8.57,675,36.59,225,18,0,36000,3178.851998
500,500,2.22,250,2.5,125,5.86,1,4000,210.9865855
1000,666.67,3.92,750,46.18,500,32.63,-0.5,14000,39250.22586
1000,1000,7.41,250,12.63,500,40,0.25,12000,1717.513913
225,900,4.86,225,10.54,450,24.39,0.75,10800,577.9016544
257.14,900,13.85,900,72,675,13.85,-0.75,18000,39232.17194
175,700,2.55,700,45.68,350,16.39,-0.75,23800,6696.428261
400,200,1.7,200,13.79,100,6.16,0.5,4800,381.7520817
266.67,800,4.85,200,11.58,800,16.84,0.75,32000,275.8853994
700,466.67,2.86,175,7.55,175,5.62,0,14000,52.32216776
800,200,2.62,400,20.21,200,3.47,-0.5,17600,1327.80333
300,300,1.62,150,2.05,75,5.17,-0.25,9000,12.27242035
700,280,15.56,525,28.46,700,50.84,-1,26600,9117.95029
800,400,3.56,400,24.63,200,13.79,1,11200,1497.711081
600,200,1.97,150,5.37,300,24,-0.5,16800,271.4735487
900,450,3.16,675,14.21,450,22.74,0,9000,12726.15304
500,1000,3.92,500,6.84,1000,43.16,0,38000,4193.208445
400,266.67,2.42,200,10.11,400,4,0.75,9600,85.50618118
1000,250,4.65,500,32.63,250,8.03,-0.25,16000,5837.19786
900,600,4.86,900,42.16,450,19.42,-0.75,28800,10204.49691
500,166.67,20,125,20,250,20,-1,12000,546.8175396
200,700,2.86,175,2.86,350,16.39,-1,26600,188.8526776
800,320,2.91,400,26.11,200,14.53,0.5,16000,1217.882957
500,125,2.13,500,34.47,500,8.68,-0.25,16000,4767.863071
300,75,1.22,75,5.72,75,4.89,0,11400,4.003379303
600,400,4.44,450,14.45,300,4.44,1,3600,7574.251127
900,360,7.2,675,39.08,675,44.05,-0.25,5400,124215.3317
500,250,2.7,125,4.01,500,17.89,0.5,9000,286.3832753
500,333.33,1.64,375,30,500,10.53,0.25,13000,1930.464962
700,175,2.55,350,22.84,525,16.86,0.25,4200,8459.69539
700,350,4.52,525,7.18,525,28.46,0.5,7000,3711.76645
300,120,1.54,300,4.11,75,1.54,-0.75,9000,30.08966219
400,160,2.42,200,7.89,400,11.37,-0.75,11200,237.6543361
400,400,11.43,400,24.63,300,18.47,-0.25,4000,15136.66152
800,266.67,3.72,200,3.72,400,18.74,-0.75,9600,404.2110464
800,200,7.62,200,9.37,200,7.62,-0.75,12800,195.2122097
600,300,3.64,300,5.21,600,17.05,0,7200,945.7363083
1000,400,4.08,750,57.24,500,5,0,26000,14494.85847
800,400,3.56,200,13.79,400,23.16,0.5,24000,241.2227213
266.67,400,11.43,100,11.43,200,11.43,0.75,2400,233.623373
600,200,3.24,600,19.26,450,24.39,-0.25,15600,4448.552478
800,400,22.86,200,22.86,600,25.89,0.75,17600,933.8275456
300,200,1.46,150,4.26,300,6.32,-0.75,10800,43.09884108
360,900,6.67,675,6.75,450,11.13,-0.25,25200,700.6661894
800,200,2.62,400,32,400,27.58,0,3200,38394.33934
160,400,4.21,200,7.16,400,26.11,-0.75,14400,1132.383336
500,200,7.69,375,7.69,250,10.79,-1,10000,533.6309141
85.71,300,4.62,150,8.68,75,4.62,-0.5,3600,125.7299429
250,1000,3.51,750,29.61,500,6.84,0.25,34000,2255.86195
400,100,11.43,100,11.43,100,11.43,0.25,8000,55.95499657
350,700,3.78,350,17.68,700,56,0.25,21000,6015.349613
600,171.43,10.91,300,17.37,300,21.79,-0.25,16800,749.0502748
600,300,24,450,24.39,600,32.53,1,6000,7724.143799
171.43,600,6.32,600,45.79,450,36,0.5,15600,7225.766557
600,150,2.35,300,10.74,450,27.71,0.5,14400,782.2753342
800,320,3.14,600,23.68,400,8.42,-0.25,28800,2166.336679
900,300,6.21,900,42.16,675,44.05,-0.25,9000,113685.2748
400,200,1.51,100,1.74,200,15.26,0,2400,152.0965789
400,1000,6.45,500,40,250,6.45,-0.25,28000,2632.524105
400,800,5.93,200,11.58,800,49.26,-0.25,9600,10458.22757
600,400,3.08,450,17.76,600,39.16,0.25,18000,2865.513383
700,280,15.56,175,15.56,700,17.32,-0.25,8400,1077.221363
400,400,3.2,400,15.79,300,17.37,0,5600,4412.386368
200,400,3.48,300,6.32,200,6.42,0,10400,150.9617916
225,900,13.85,900,35.53,900,38.84,0,32400,9548.64156
700,200,4,525,16.86,525,7.18,0.25,9800,3486.845658
900,300,36,225,36,225,36,1,27000,518.9668167
800,320,3.9,200,7.16,600,10.42,0.25,4800,583.3585152
400,400,1.45,400,29.05,300,3,-0.25,13600,2334.601232
240,600,4.44,300,17.37,450,31.03,0.25,19200,1029.370045
240,600,7.06,450,26.05,150,7.06,0.75,15600,1073.329843
1000,666.67,7.41,1000,28.42,500,10.53,-0.75,32000,5211.794951
250,1000,40,750,46.18,1000,40,0.5,20000,16613.79467
900,900,5.81,900,12.32,675,49.03,-0.75,25200,11729.34202
700,175,2.3,350,9.95,700,45.68,-0.75,18200,4852.322385
257.14,900,3.67,450,22.74,900,62.05,1,30600,5695.763699
200,300,2.61,300,24,150,3.71,-1,9000,636.2017725
600,400,2.45,150,2.61,300,16.26,0,7200,153.9527739
200,400,4.71,400,9.89,400,27.58,-1,6400,4577.797397
150,300,3.16,300,5.21,150,4.26,0.75,7800,93.95980758
300,300,1.28,150,9.79,150,5.92,0,9600,56.03179257
300,300,1.94,300,12.95,300,17.37,0.25,7200,828.7705724
700,200,4.52,700,32.79,350,7.37,0.25,12600,9897.218948
300,200,3.16,75,5.72,150,6.47,0.5,7200,10.59017046
200,600,4.14,150,4.14,600,12.63,-0.25,18000,295.5358852
200,800,22.86,200,22.86,400,22.86,0.25,28800,459.5216929
500,1000,15.38,250,15.38,750,54.47,-1,6000,20633.95133
85.71,300,1.46,225,12.2,225,8.05,-0.75,9600,240.086101
400,100,2.29,300,22.89,200,16,1,5600,1161.519659
250,1000,5.13,250,9.87,250,8.95,0,20000,100.3938621
400,400,1.78,100,5.79,100,2.11,-1,8800,11.4688677
300,600,4.14,450,21.08,600,41.37,1,12000,3401.552728
666.67,1000,4.65,250,13.55,750,51.71,-0.5,38000,4124.226626
1000,400,9.52,250,14.47,250,9.52,1,12000,241.941153
400,400,4.21,300,17.37,400,20.21,0.5,1600,17417.21596
300,300,2.22,75,2.22,300,14.05,-0.75,1200,450.5322607
700,700,6.67,350,17.68,175,10.78,1,2800,10604.8372
200,500,2.13,250,17.24,375,16.18,0.25,14000,394.8968795
133.33,400,11.43,100,11.43,100,11.43,1,10400,27.03084521
400,133.33,16,100,16,300,16,0,10400,272.7809863
280,700,28,525,28,175,28,-0.25,18200,3280.352122
900,900,4.62,450,19.42,675,44.05,0.25,9000,8644.455994
250,500,4,125,4,250,12.63,0.75,1000,703.7444994
200,800,3.14,800,61.05,400,12.84,0.75,11200,27194.14483
500,500,2.86,125,9.08,375,21.71,-0.5,4000,820.0209811
400,114.29,1.51,100,6.16,200,6.42,-0.75,1600,464.4885811
300,85.71,1.09,150,8.68,225,14.68,-1,3000,747.0438054
533.33,800,6.96,200,10.84,200,6.96,1,12800,79.98954994
360,900,4.39,900,9,450,26.05,-1,10800,7304.404874
133.33,400,2.16,200,13.05,400,4,0.5,7200,213.1416568
800,400,6.4,400,6.95,400,8.42,1,14400,258.6747864
400,1000,3.64,1000,21.05,750,43.42,1,28000,5220.684491
533.33,800,2.71,600,30.32,400,20.21,0.75,16000,4070.332319
250,1000,13.33,1000,35.79,1000,32.11,1,32000,6748.333054
400,114.29,1.36,100,3.21,300,6.32,0.75,8800,14.65537156
700,700,2.75,175,6.91,350,9.95,0.75,22400,31.65369492
300,75,12,225,18,150,12,0.5,4800,639.5320257
225,900,4.39,675,21.67,225,13.86,-1,14400,1182.089321
500,500,5.88,250,5.88,375,10.66,0.25,7000,336.7573479
500,200,2.86,250,9.87,500,5,0.5,4000,948.6935487
1000,1000,3.64,750,18.55,1000,61.58,-1,26000,20975.02226
320,800,12.31,400,24.63,200,16,0.25,12800,1657.29787
500,200,2.7,250,15.39,500,34.47,-0.25,7000,3349.249517
700,700,15.56,525,15.56,175,15.56,-0.5,12600,2220.278176
120,300,2.86,75,2.86,225,9.71,1,2400,50.19507123
900,450,36,225,36,450,36,-1,21600,3260.853561
1000,400,10.53,750,10.53,500,10.53,-0.5,22000,3033.663442
900,900,3.4,450,14.45,225,15.51,-0.25,32400,539.507002
400,114.29,2.76,200,4.95,300,20.68,0,6400,468.0852011
700,700,2.64,700,56,700,37.95,-0.5,18200,29751.87768
800,800,4.57,800,28.63,400,21.68,0.5,32000,3352.50329
600,171.43,2.79,300,7.42,600,25.89,0.25,3600,4089.919554
600,171.43,2.79,600,45.79,600,43.58,0.5,22800,6228.006134
300,85.71,1.94,225,17.17,150,5.92,-0.75,8400,488.4914788
114.29,400,8.89,200,8.89,200,9.37,-0.5,5600,312.8091389
